(0.000000, 0.000000, 0), (30.000000, 0.000000, 0), (60.000000, 0.000000, 0), (90.000000, 0.000000, 0), (120.000000, 0.000000, 0), (150.000000, 0.000000, 0), (180.000000, 0.000000, 0), (210.000000, 0.000000, 0), (240.000000, 0.000000, 0), (270.000000, 0.000000, 0), (300.000000, 0.000000, 0), (330.000000, 0.000000, 0), (360.000000, 0.000000, 0), (390.000000, 0.000000, 0), (420.000000, 0.000000, 0), (450.000000, 0.000000, 0), (480.000000, 0.000000, 0), (510.000000, 0.000000, 0), (540.000000, 0.000000, 0), 
(0.000000, 30.000000, 0), (30.000000, 30.000000, 0), (60.000000, 30.000000, 0), (90.000000, 30.000000, 0), (120.000000, 30.000000, 0), (150.000000, 30.000000, 0), (180.000000, 30.000000, 0), (210.000000, 30.000000, 0), (240.000000, 30.000000, 0), (270.000000, 30.000000, 0), (300.000000, 30.000000, 0), (330.000000, 30.000000, 0), (360.000000, 30.000000, 0), (390.000000, 30.000000, 0), (420.000000, 30.000000, 0), (450.000000, 30.000000, 0), (480.000000, 30.000000, 0), (510.000000, 30.000000, 0), (540.000000, 30.000000, 0), 
(0.000000, 60.000000, 0), (30.000000, 60.000000, 0), (60.000000, 60.000000, 10), (90.000000, 60.000000, 10), (120.000000, 60.000000, 0), (150.000000, 60.000000, 0), (180.000000, 60.000000, 10), (210.000000, 60.000000, 10), (240.000000, 60.000000, 0), (270.000000, 60.000000, 0), (300.000000, 60.000000, 0), (330.000000, 60.000000, 10), (360.000000, 60.000000, 10), (390.000000, 60.000000, 10), (420.000000, 60.000000, 10), (450.000000, 60.000000, 10), (480.000000, 60.000000, 0), (510.000000, 60.000000, 0), (540.000000, 60.000000, 0), 
(0.000000, 90.000000, 0), (30.000000, 90.000000, 0), (60.000000, 90.000000, 10), (90.000000, 90.000000, 10), (120.000000, 90.000000, 0), (150.000000, 90.000000, 0), (180.000000, 90.000000, 10), (210.000000, 90.000000, 10), (240.000000, 90.000000, 0), (270.000000, 90.000000, 0), (300.000000, 90.000000, 0), (330.000000, 90.000000, 0), (360.000000, 90.000000, 0), (390.000000, 90.000000, 0), (420.000000, 90.000000, 0), (450.000000, 90.000000, 10), (480.000000, 90.000000, 10), (510.000000, 90.000000, 0), (540.000000, 90.000000, 0), 
(0.000000, 120.000000, 0), (30.000000, 120.000000, 0), (60.000000, 120.000000, 10), (90.000000, 120.000000, 10), (120.000000, 120.000000, 0), (150.000000, 120.000000, 0), (180.000000, 120.000000, 10), (210.000000, 120.000000, 10), (240.000000, 120.000000, 0), (270.000000, 120.000000, 0), (300.000000, 120.000000, 0), (330.000000, 120.000000, 0), (360.000000, 120.000000, 0), (390.000000, 120.000000, 0), (420.000000, 120.000000, 0), (450.000000, 120.000000, 10), (480.000000, 120.000000, 10), (510.000000, 120.000000, 0), (540.000000, 120.000000, 0), 
(0.000000, 150.000000, 0), (30.000000, 150.000000, 0), (60.000000, 150.000000, 10), (90.000000, 150.000000, 10), (120.000000, 150.000000, 10), (150.000000, 150.000000, 10), (180.000000, 150.000000, 10), (210.000000, 150.000000, 10), (240.000000, 150.000000, 0), (270.000000, 150.000000, 0), (300.000000, 150.000000, 0), (330.000000, 150.000000, 0), (360.000000, 150.000000, 10), (390.000000, 150.000000, 10), (420.000000, 150.000000, 10), (450.000000, 150.000000, 10), (480.000000, 150.000000, 0), (510.000000, 150.000000, 0), (540.000000, 150.000000, 0), 
(0.000000, 180.000000, 0), (30.000000, 180.000000, 0), (60.000000, 180.000000, 0), (90.000000, 180.000000, 10), (120.000000, 180.000000, 10), (150.000000, 180.000000, 10), (180.000000, 180.000000, 10), (210.000000, 180.000000, 10), (240.000000, 180.000000, 0), (270.000000, 180.000000, 0), (300.000000, 180.000000, 0), (330.000000, 180.000000, 10), (360.000000, 180.000000, 10), (390.000000, 180.000000, 0), (420.000000, 180.000000, 0), (450.000000, 180.000000, 0), (480.000000, 180.000000, 0), (510.000000, 180.000000, 0), (540.000000, 180.000000, 0), 
(0.000000, 210.000000, 0), (30.000000, 210.000000, 0), (60.000000, 210.000000, 0), (90.000000, 210.000000, 0), (120.000000, 210.000000, 0), (150.000000, 210.000000, 0), (180.000000, 210.000000, 10), (210.000000, 210.000000, 10), (240.000000, 210.000000, 0), (270.000000, 210.000000, 0), (300.000000, 210.000000, 0), (330.000000, 210.000000, 10), (360.000000, 210.000000, 10), (390.000000, 210.000000, 0), (420.000000, 210.000000, 0), (450.000000, 210.000000, 0), (480.000000, 210.000000, 0), (510.000000, 210.000000, 0), (540.000000, 210.000000, 0), 
(0.000000, 240.000000, 0), (30.000000, 240.000000, 0), (60.000000, 240.000000, 0), (90.000000, 240.000000, 0), (120.000000, 240.000000, 0), (150.000000, 240.000000, 0), (180.000000, 240.000000, 10), (210.000000, 240.000000, 10), (240.000000, 240.000000, 0), (270.000000, 240.000000, 0), (300.000000, 240.000000, 0), (330.000000, 240.000000, 10), (360.000000, 240.000000, 10), (390.000000, 240.000000, 10), (420.000000, 240.000000, 10), (450.000000, 240.000000, 10), (480.000000, 240.000000, 10), (510.000000, 240.000000, 0), (540.000000, 240.000000, 0), 
(0.000000, 270.000000, 0), (30.000000, 270.000000, 0), (60.000000, 270.000000, 0), (90.000000, 270.000000, 0), (120.000000, 270.000000, 0), (150.000000, 270.000000, 0), (180.000000, 270.000000, 0), (210.000000, 270.000000, 0), (240.000000, 270.000000, 0), (270.000000, 270.000000, 0), (300.000000, 270.000000, 0), (330.000000, 270.000000, 0), (360.000000, 270.000000, 0), (390.000000, 270.000000, 0), (420.000000, 270.000000, 0), (450.000000, 270.000000, 0), (480.000000, 270.000000, 0), (510.000000, 270.000000, 0), (540.000000, 270.000000, 0), 
(0.000000, 300.000000, 0), (30.000000, 300.000000, 0), (60.000000, 300.000000, 0), (90.000000, 300.000000, 0), (120.000000, 300.000000, 0), (150.000000, 300.000000, 0), (180.000000, 300.000000, 0), (210.000000, 300.000000, 0), (240.000000, 300.000000, 0), (270.000000, 300.000000, 0), (300.000000, 300.000000, 0), (330.000000, 300.000000, 0), (360.000000, 300.000000, 0), (390.000000, 300.000000, 0), (420.000000, 300.000000, 0), (450.000000, 300.000000, 0), (480.000000, 300.000000, 0), (510.000000, 300.000000, 0), (540.000000, 300.000000, 0), 
